NO_OF_FRAMES	939
NO_OF_CAMERAS	0
NO_OF_MARKERS	8
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	1969-12-31, 21:00:00	0.00000000
DATA_INCLUDED	3D
MARKER_NAMES	SACRO	EIASD	EIASE	EIPSD	EIPSE	TMFD	ELFD	EMFD
-0.076	597.314	942.150	-156.891	432.519	913.467	128.320	410.633	904.708	-53.977	587.724	949.480	57.145	585.401	946.139	-185.422	468.093	869.481	-224.615	372.895	466.755	-81.022	367.922	445.850
-0.126	597.544	941.714	-156.884	432.697	912.964	128.315	410.860	904.134	-54.029	587.906	949.063	57.111	585.624	945.684	-185.460	468.246	869.078	-224.904	372.425	466.606	-81.280	367.424	445.732
-0.175	597.773	941.275	-156.878	432.878	912.456	128.313	411.090	903.551	-54.080	588.088	948.643	57.079	585.847	945.225	-185.498	468.397	868.670	-225.193	371.955	466.457	-81.536	366.925	445.613
-0.222	598.001	940.834	-156.871	433.064	911.945	128.313	411.323	902.959	-54.131	588.268	948.221	57.048	586.071	944.764	-185.533	468.547	868.257	-225.479	371.483	466.306	-81.792	366.424	445.493
-0.269	598.228	940.390	-156.866	433.254	911.430	128.316	411.559	902.359	-54.181	588.448	947.797	57.018	586.295	944.301	-185.567	468.696	867.840	-225.765	371.010	466.155	-82.047	365.920	445.373
-0.314	598.454	939.943	-156.861	433.448	910.912	128.321	411.798	901.750	-54.230	588.627	947.372	56.988	586.520	943.836	-185.600	468.844	867.418	-226.048	370.535	466.004	-82.300	365.414	445.252
-0.358	598.679	939.495	-156.856	433.647	910.390	128.328	412.040	901.133	-54.278	588.805	946.944	56.959	586.744	943.370	-185.630	468.993	866.992	-226.328	370.057	465.851	-82.552	364.904	445.131
-0.401	598.903	939.044	-156.853	433.850	909.866	128.336	412.284	900.508	-54.326	588.983	946.514	56.931	586.968	942.901	-185.658	469.142	866.560	-226.607	369.577	465.699	-82.803	364.391	445.010
-0.443	599.127	938.591	-156.852	434.057	909.338	128.345	412.531	899.876	-54.372	589.161	946.083	56.903	587.192	942.432	-185.683	469.292	866.123	-226.882	369.093	465.545	-83.052	363.875	444.889
-0.483	599.350	938.137	-156.852	434.269	908.807	128.356	412.781	899.236	-54.418	589.339	945.649	56.876	587.416	941.961	-185.707	469.443	865.681	-227.155	368.605	465.391	-83.301	363.355	444.767
-0.522	599.573	937.680	-156.854	434.485	908.273	128.367	413.033	898.588	-54.462	589.517	945.213	56.849	587.641	941.488	-185.727	469.596	865.234	-227.426	368.113	465.237	-83.549	362.831	444.646
-0.560	599.795	937.221	-156.858	434.706	907.736	128.379	413.288	897.934	-54.505	589.695	944.773	56.822	587.866	941.013	-185.745	469.751	864.782	-227.693	367.616	465.081	-83.796	362.303	444.524
-0.597	600.017	936.758	-156.865	434.931	907.196	128.391	413.546	897.273	-54.546	589.874	944.331	56.796	588.091	940.536	-185.761	469.909	864.324	-227.959	367.114	464.926	-84.043	361.770	444.402
-0.633	600.240	936.293	-156.873	435.161	906.652	128.403	413.807	896.604	-54.586	590.054	943.884	56.769	588.318	940.057	-185.773	470.070	863.861	-228.222	366.606	464.769	-84.290	361.233	444.280
-0.667	600.463	935.823	-156.885	435.395	906.105	128.416	414.071	895.929	-54.625	590.236	943.433	56.742	588.546	939.575	-185.783	470.235	863.391	-228.484	366.092	464.612	-84.536	360.691	444.158
-0.700	600.687	935.349	-156.898	435.633	905.553	128.428	414.338	895.247	-54.662	590.418	942.976	56.715	588.775	939.089	-185.790	470.404	862.915	-228.744	365.572	464.454	-84.784	360.144	444.036
-0.732	600.911	934.870	-156.914	435.876	904.997	128.442	414.610	894.558	-54.697	590.601	942.514	56.689	589.007	938.599	-185.795	470.577	862.432	-229.002	365.045	464.296	-85.032	359.591	443.913
-0.762	601.137	934.386	-156.933	436.123	904.435	128.455	414.885	893.861	-54.730	590.786	942.045	56.662	589.242	938.104	-185.796	470.755	861.942	-229.260	364.510	464.137	-85.283	359.032	443.790
-0.792	601.364	933.895	-156.953	436.374	903.868	128.469	415.164	893.158	-54.762	590.973	941.568	56.634	589.479	937.604	-185.794	470.938	861.445	-229.518	363.969	463.978	-85.535	358.467	443.666
-0.820	601.593	933.397	-156.976	436.629	903.294	128.483	415.449	892.446	-54.792	591.161	941.083	56.607	589.718	937.097	-185.789	471.127	860.939	-229.775	363.420	463.817	-85.791	357.896	443.541
-0.847	601.824	932.890	-156.999	436.887	902.712	128.498	415.738	891.727	-54.820	591.352	940.589	56.580	589.962	936.584	-185.782	471.320	860.425	-230.033	362.863	463.656	-86.052	357.319	443.414
-0.873	602.057	932.376	-157.024	437.149	902.122	128.514	416.033	890.999	-54.846	591.544	940.084	56.552	590.208	936.063	-185.771	471.520	859.902	-230.292	362.299	463.494	-86.317	356.736	443.286
-0.898	602.294	931.851	-157.049	437.413	901.522	128.531	416.334	890.263	-54.870	591.739	939.570	56.524	590.459	935.534	-185.757	471.724	859.369	-230.552	361.728	463.330	-86.587	356.146	443.155
-0.921	602.533	931.317	-157.073	437.679	900.911	128.549	416.641	889.517	-54.892	591.936	939.044	56.496	590.714	934.996	-185.741	471.934	858.826	-230.813	361.149	463.165	-86.863	355.551	443.023
-0.944	602.776	930.772	-157.096	437.946	900.287	128.569	416.954	888.762	-54.912	592.136	938.506	56.468	590.972	934.448	-185.723	472.149	858.272	-231.077	360.562	462.999	-87.146	354.950	442.888
-0.966	603.023	930.216	-157.116	438.214	899.650	128.591	417.273	887.996	-54.930	592.339	937.955	56.440	591.236	933.891	-185.702	472.369	857.706	-231.343	359.968	462.831	-87.434	354.342	442.750
-0.987	603.273	929.648	-157.133	438.481	898.997	128.615	417.598	887.219	-54.945	592.545	937.392	56.411	591.504	933.323	-185.680	472.594	857.128	-231.612	359.366	462.660	-87.728	353.728	442.610
-1.007	603.527	929.068	-157.145	438.747	898.327	128.642	417.930	886.430	-54.959	592.755	936.815	56.383	591.776	932.743	-185.657	472.822	856.538	-231.884	358.757	462.488	-88.028	353.107	442.468
-1.026	603.786	928.474	-157.150	439.010	897.638	128.671	418.269	885.628	-54.971	592.968	936.225	56.354	592.053	932.152	-185.632	473.055	855.934	-232.158	358.140	462.312	-88.334	352.479	442.323
-1.044	604.048	927.868	-157.146	439.269	896.929	128.705	418.614	884.812	-54.981	593.185	935.620	56.326	592.334	931.549	-185.606	473.291	855.315	-232.436	357.515	462.134	-88.644	351.842	442.175
-1.061	604.315	927.247	-157.133	439.522	896.196	128.741	418.965	883.981	-54.988	593.406	935.001	56.297	592.620	930.932	-185.579	473.531	854.682	-232.717	356.882	461.952	-88.959	351.197	442.024
-1.078	604.587	926.613	-157.106	439.769	895.438	128.782	419.323	883.136	-54.995	593.631	934.366	56.269	592.909	930.303	-185.552	473.774	854.033	-233.000	356.242	461.767	-89.277	350.543	441.871
-1.094	604.863	925.964	-157.066	440.008	894.652	128.827	419.688	882.274	-54.999	593.860	933.717	56.240	593.203	929.660	-185.524	474.020	853.367	-233.288	355.593	461.577	-89.598	349.879	441.715
